title,description,price,status,url,date_public
Рубашка підліткова на дівчинку,"Рубашка підліткова на дівчинку, в гарному стані, рукав довгий, на 12-13років. Одягалась декілька разів.",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/rubashka-pdltkova-na-dvchinku-IDQPIoN.html?sd=1,Опубліковано Сьогодні о 11:29
"Подростковые,шикарные туфли 39 размер","Бежевые,кожаные весенние туфли,стелька - 25,5 см.отличная не стирающаяся подошва, практически новые,разнашивались дома,но кожа настолько крепкая,что не вышло.",600,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/podrostkovye-shikarnye-tufli-39-razmer-IDR7eh8.html?sd=1,Опубліковано Сьогодні о 11:26
"Майка борцовка Old navy, на 5 лет","Летняя маечка- борцовка на 5 лет, на худенького ребенка
Американский бренд Old navy, прекрасное качество!
Пересылаю УП, НП",97,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/mayka-bortsovka-old-navy-na-5-let-IDOMtSn.html?sd=1,Опубліковано Сьогодні о 11:28
Жилет меховой на девочку 10-12 лет,"Жилет меховой с кожаными вставками, бордовый, на рост 146-150 см, длинна по спинке 60 см, подмишками 44 см, состояние идеальное.",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/zhilet-mehovoy-na-devochku-10-12-let-IDR4uMh.html?sd=1,Опубліковано Сьогодні о 11:27
Сапожки Зимние на девочку,"Продам зимние сапожки на девочку, в хорошем состоянии, внутри искусственный мех очень тёплые. Дополнительные фото и замеры скину в личку по желанию",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/sapozhki-zimnie-na-devochku-IDLpdUQ.html?sd=1,Опубліковано Сьогодні о 11:29
"Кроссовки Reebok оригинал, Crocs C12","Новые кроссовки 30.5 размер 19 см. Стелька. Reebok оригинал. - 600.
Кроксы с12. Стелька 19.5.
Спрашивайте. Пересылаю.",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/krossovki-reebok-original-crocs-c12-IDPBpaQ.html?sd=1,Опубліковано Сьогодні о 11:31
Набор для детского творчества и рисования Painting Set 145 предметов,"Описание

Набор для творчества и рисования двухуровневый, 145 предмета

Лучшим подарком для каждого ребенка без сомнений является то, то увлечет его

и сможет развить в нем скрытые таланты

Набор для рисования из 145 предметов - это настоящая мастерская юного художника! В художественном наборе вы найдёте всё необходимое для создания красивых рисунков и художественных картин: широкую палитру фломастеров, карандашей, масляных красок и пастели, восковых мелков и акварельных красок, а также множество аксессуаров и полезных мелочей.

 Набор для юного художника упакован в прочный, крепкий алюминиевый кейс с защитными углами, которые спасают от деформации при падении. Два замочка надежно закрывают чемоданчик и предотвращает его от случайного открытия. Помимо металлической фурнитуры стильному дизайну способствует изображение сказочных русалок, которого так любят дети!

 Внутри набора находится все, что нужно для детского творчества: карандаши, краски, фломастеры, пастельные мелки, краска в тюбиках, кисточки, ластик и точилка. Все это помещается в чемоданчик благодаря двум выдвигающимся полочкам. У каждого компонента есть своя ячейка, в которой они аккуратно и прочно закреплены.

 Рисование благотворно влияет на развитие фантазии, творческих навыков, эстетического вкуса и визуального восприятия. Подходит для детей любого возраста. 

Занятия рисованием развивает:
Наблюдательность. Рисующий внимательнее рассматривает детали, оттенки, формы и освещение.
Координацию между рукой и глазом. Это помогает научиться точности в управлении руками, ведь в процессе рисования с помощью кисти или карандаша мы передаем на бумагу то, что видит глаз.
Фантазию, визуальную память, моторику рук и понимание пространства.
Набор для рисования состоит из 145 предметов, аккуратно сложенных в специальный чемоданчик. Здесь есть все необходимое как для опытного, так и для юного художника: карандаши, кисти, фломастеры, масляные и акварельные краски, мелки и пастель. Компактный размер, малый вес и удобная ручка позволяют брать набор с собой в школу, кружок, на натуру.

Подойдет мальчикам и девочкам, ассортимент представлен в двух цветах:

В большом наборе вы найдете 145 предмета:

28 цветных карандашей
2 простых карандаша
4 кисточки разного размера
2 ластика
1 точилку
2 резервуара для краски
24 акварельных краски
24 краски в тюбиках
24 пастели
33 фломастера

Характеристики:

Размер кейса: 34х29х9 см
Вес: 2,3 кг
Кейс: чемоданчик-трансформер (металл+пластик)",820,Бізнес,https://www.olx.ua/d/uk/obyavlenie/nabor-dlya-detskogo-tvorchestva-i-risovaniya-painting-set-145-predmetov-IDKcVJb.html?sd=1,Опубліковано Сьогодні о 11:31
"Брюки школьные, торжественные немецкого бренда smart start","Размер 110, 4-5 года",235,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/bryuki-shkolnye-torzhestvennye-nemetskogo-brenda-smart-start-IDJs0Zo.html?sd=1,Опубліковано Сьогодні о 11:30
Куртка Nike original 4 роки зима,"Куртка 4 в одному ,трансформер , на всі сезони . Оригінал nike , нова. Привезена з США 
Розмір на 4 роки.",1800,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtka-nike-original-4-roki-zima-IDQkKIV.html?sd=1,Опубліковано Сьогодні о 11:29
Іграшкова машинка таксі Kinsmart,"Іграшкова машинка таксі
Відчиняються дверцята",100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/grashkova-mashinka-taks-kinsmart-IDR8qQj.html?sd=1,Опубліковано Сьогодні о 11:28
Трійка для двійні,Трійка для двійні або близнят дуже стильні і гарно виглядають на дітках ми носили вже 6місяців і до 1.2 місяців звертайтесь заміри надам,250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/tryka-dlya-dvyn-IDQPIom.html?sd=1,Опубліковано Сьогодні о 11:29
"Комбінезон, ромпер, чоловічок","Комбінезон в ідеальному стані,  не встигли поносити, дитина переросла. 
Розмір краще на зріст 80-86 см 
Тканина вельсофт,дуже приємна і тепла.
При потребі зроблю заміри.",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kombnezon-romper-cholovchok-IDR4uNE.html?sd=1,Опубліковано Сьогодні о 11:27
Детское автокресло,Britax состояние отличное. Нужно только постирать. Новое такое стоит около 10 тыс. Ребенок вырос и ему в нем не комфортно уже,2000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detskoe-avtokreslo-IDM1Tpf.html?sd=1,Опубліковано Сьогодні о 11:26
Штаны вельветовые 12-18 мес. Новые!,"Продам новые штанишки Fred&Flo на 12-18мес. Качество шикарное! Милые цвета, очень нежные!
Куплены за границей. 
Цена указана за 1 шт. Если берёте 2 пары, то отдам за 100 грн!
P.S. по такой сладкой цене вы даже в секонд хенде сейчас не скупитесь!!",60,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/shtany-velvetovye-12-18-mes-novye-IDQQOlo.html?sd=1,Опубліковано Сьогодні о 11:27
Трусики George 2-3 роки,"Трусики George 
Розмір 2-3 роки, 92-98 см
Стан нормальний
7 шт- 50 грн
Відправлю Новою поштою, Укр поштою, через ОЛХ доставку",50,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/trusiki-george-2-3-roki-IDR8qY7.html?sd=1,Опубліковано Сьогодні о 11:31
Детская обувь в отличном состоянии,"1. Ботиночки деми Том м,  22 размер - 180 грн
2. Тапочки  Waldi,  22 размер - 100 грн
3. Босоножки Clibee,  21 размер - 100 грн (правая верхняя липучка слабовато держит) 
За всё 380грн",380,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detskaya-obuv-v-otlichnom-sostoyanii-IDKXp8P.html?sd=1,Опубліковано Сьогодні о 11:29
Battat барабан,"Продаємо, тому що дитина вирісла, дуже якісний. 

Детский игровой набор «Парам-пам-пам» от американского бренда Battat — яркий и качественный наборчик, который сможет стать шикарным подарком для каждого малыша. А особенно для того, кто с самого раннего детства любит играть на музыкальных инструментах Набор состоит из большого барабана оливкового цвета, внутри которого запрятаны такие инструменты: барабанные палочки-змеючки; маракас; звонкий тамбурин, оформленный в виде гусеницы; маракас-пчелка; муравейчик с бубенчиками. С помощью такого количества инструментов можно устроить настоящий концерт, пригласив всех друзей поучаствовать в нем в роли музыкантов! Набор выполнен из качественного пластика, который безопасен для малышей и даже очень приятный на ощупь.",900,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/battat-baraban-IDR8qUb.html?sd=1,Опубліковано Сьогодні о 11:30
Підгузки Nannys 5,"Підгузки Nannys 5
Упаковка Jumbo 
12 -25кг
Є 19 підгузів 1 використали
Продаєм бо нам непотрібні",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/pdguzki-nannys-5-IDR8qQ1.html?sd=1,Опубліковано Сьогодні о 11:28
Кепка Snapback New Era - 59Fifty / бейсболка/ Снепбек Супермен,"Кепка. Snapback New Era - 59Fifty.
Оригінальна привезена з Англії.
Обєм 56.8 см. Відповім на всі запитання.",275,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kepka-snapback-new-era-59fifty-beysbolka-snepbek-supermen-IDAVMbc.html?sd=1,Опубліковано Сьогодні о 11:29
"Пружина 2 шт для самоката Explore, Best Scooter, Орион, ITrike, Trolo","Отличные, недорогие пружины для поворотного механизма самоката Explore, Best Scooter и других самокатов, на которые по параметрам пружины подходят. Пружина поворотного механизма для самоката имеет следующие размеры.
Ширина пружины 36+/-1 мм.
Длина пружины полная 60+/-5 мм.
Диаметр навивки внутренний 10.6+/-03 мм.
Диаметр проволоки 2.5 мм.
Если на Вашем самокате руль перестал стабилизироваться в осевом положении колеса, то вероятно пружина поворотного механизма пришла в негодность. Заменить пружину не сложно, возможно это выполнить и в домашних условиях. Пружины отправляем по 2 штуки (вторая запасная).
Также есть в наличии пружины поворотного механизма на самокаты Micro Mini Sporty, Micro Mini Sporty 3в1, Mini Micro, Maxi Micro, ITrike, Explore Swift Scoo Junior, Small Rider Randy, Kiddimoto, Trolo Mini UP, Trolo Maxi и других, а также для их китайских аналогов.
Пружины для самокатов Mini Micro, Maxi Micro, ITrike отправляются комплектами из 4-х штук. Имеют параметры-
Длина пружины: 75+/-3 мм.
Диаметр навивки внутренний 11+/-0.5 мм.
Диаметр проволоки 3 мм.
Кол-во витков: 2 шт.
Пружины для самокатов Explore Swift Scoo Junior, Small Rider Randy, Kiddimoto отправляются по 2 шт в комплекте (одна с правой + одна с левой навивкой). Имеют параметры-
Диаметр навивки внутренний 14,5+/-0,3 мм.
Диаметр проволоки 2 мм.
Пружины для самоката Орион отправляются комплектом из 2-х штук, одна левая + одна правая.
Диаметр проволоки 2,5 мм
Диаметр наружный 25,5 мм
Длина каждой ноги 22 мм
При покупке обязательно сверьте параметры пружины, они могут отличаться, основное отличие в расстояние от спинки пружины до навивки пружины под направляющие. Отправка пружин осуществляется каждый рабочий день по всей Украине транспортными компаниями Новая Почта, , как наложенным платежом, так и по предоплате. Обращаться по телефонам можно и в рабочие и в выходные дни.
Ваш самокат еще послужит Вам долгие годы с нашими пружинами и порадует Ваших деток. . Пружины изготовлены из высокоуглеродистой пружинной проволоки Ст-70, в обязательном порядке прошли точную термообработку, не растягиваются и не ломаются.
Пружины не являются оригинальными, изготовлены в условиях промышленного производства. Гарантия качества наших пружин для самокатов основана на многочисленных положительных отзывах наших покупателей, а также на позитивных заключениях ведущих экспертов",150,Бізнес,https://www.olx.ua/d/uk/obyavlenie/pruzhina-2-sht-dlya-samokata-explore-best-scooter-orion-itrike-trolo-IDFqkX9.html?sd=1,Опубліковано Сьогодні о 11:28
Мебель для кукольного дома,"Продаю мебель( дерево) для кукольного домика, для игры с куклами ростом до 15 см. 
Цена за все 200 грн",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/mebel-dlya-kukolnogo-doma-IDR8qNM.html?sd=1,Опубліковано Сьогодні о 11:27
"Зимний комбинезон Moncler, 110см","Продам наш шикарный зимний комбинезон Moncler, цвет фуксии, капюшон- натуральный мех. Есть нюансы, скину отдельно, сюда не влазит как и замеры.",1500,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/zimniy-kombinezon-moncler-110sm-IDQR21r.html?sd=1,Опубліковано Сьогодні о 11:31
Домик депо станция к жд дороге железной дороге Томас Thomas fisher,"Домик или депо к жд дороге паровозика томас.

Доп деталей дет, только домик.

Пластик крепкий, оригинал Thomas.

Будет отличным дополнением или отдельной игрушкой.

Стоимость 85 грв.

Отппавка уп или нп, олх доставка.",85,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/domik-depo-stantsiya-k-zhd-doroge-zheleznoy-doroge-tomas-thomas-fisher-IDNCVAA.html?sd=1,Опубліковано Сьогодні о 11:26
Пінетки NEXT для дитини,"Пінетки дитячі утеплені на весну/осінь. На липучках. Розмір 19 (12-18 місяців), довжина устілки 11,5 см.
Стан ідеальний.",100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/pnetki-next-dlya-ditini-IDOe2ST.html?sd=1,Опубліковано Сьогодні о 11:29
Світер реглан толстовка,"Новий з етикеткою, світер теплий на флісі. Червоного кольору, на фото ніби малиновий , але ні він саме яскраво червоного кольору. Розмір 3-4роки. Заміри є на фото...",260,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/svter-reglan-tolstovka-IDQ4IAz.html?sd=1,Опубліковано Сьогодні о 11:27
Оригинальные мягкие игрушки.,Продается оригинальная мягкая игрушка,50,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/originalnye-myagkie-igrushki-IDJGnD5.html?sd=1,Опубліковано Сьогодні о 11:29
"Качественные полуторные пододеяльники, льняная скатерть, новые","Полуторные белые пододеяльники с вырезом посредине, хлопок 100%, белая льняная жаккардовая скатерть, новые, качество 80-х, хорошая сохранность
Фото 2,3 пододеяльник полуторный с прямоугольным вырезом, отороченным бейкой 4см, плотная ткань, высокая износоустойчивость, 210×145см, 230грн
Фото 4,5 пододеяльник полуторный с фигурным вырезом, машинная вышивка, нежная хлопковая ткань, 215×155см, 270грн.
Фото 6,7 белая льняная жаккардовая скатерть, праздничная, новая, 200×150см, 370грн
Качество, быструю отправку гарантирую.
Высылаю Укрпочтой, Новой почтой, ОЛХ-доставка приветствуется.
Пишите, звоните, отвечу на все вопросы.",230,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kachestvennye-polutornye-pododeyalniki-lnyanaya-skatert-novye-IDR8qU8.html?sd=1,Опубліковано Сьогодні о 11:30
Гольфик Tu,"Гольфик Tu, стан нового
Розмір 2-3 рочки
.
Дивіться інші мої оголошення",100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/golfik-tu-IDR8qQZ.html?sd=1,Опубліковано Сьогодні о 11:28
Комбинезон Lenne зимний курточка 110 116,"Все без дырок и потертостей. Полукомбинезон Lenne, курточка, шапка и краги в идеальном состоянии. Только внизу на штанине потертости и зацепки от сапогов. На одной штанине вообще почти нет зацепок.",950,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kombinezon-lenne-zimniy-kurtochka-110-116-IDNMJ3k.html,Опубліковано Сьогодні о 11:27
Комбінезон трансформер,"Комбінезон-трансформер Зіронька, стан -нового. 
Колір беж, підійде для хлопчиків і для дівчаток. Верх вітро - і вологозахисна плащівка з витонченим стьобаним візерунком; утеплювач - силіконізований синтепон, 150 г/м. кв; підкладка - 100 % бавовна. Комбінезон має три варіанти для одягання: конверт, закриті ніжки і відкриті ніжки (під черевички). Завдяки цьому здатний прослужити практично рік від самої виписки і до року. По мірі росту дитини з допомогою блискавок трансформується з конверта в комбінезон із закритими або відкритими ніжками. На руках вшиті закрывашки",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kombnezon-transformer-IDQPBNr.html?sd=1,Опубліковано Сьогодні о 11:31
Продам детскую коляску 3в1,"Продам детскую коляску приятного зеленого цвета. люлька в идеальном состоянии ( просторная ) снимается и меняется на седячую, которая имеет три положения. В наборе к коляске имеется весь стандартный набор, после одного ребёнка. Коляска !!очень!! манёвренная и легка в управлении, в разобранном виде поместится даже в небольшой автомобиль. Состояние на 8/10,

По вопросам обращайтесь по телефону",3200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-detskuyu-kolyasku-3v1-IDQkKIH.html?sd=1,Опубліковано Сьогодні о 11:28
Май літл поні my little pony селестія інтерактивна рожева,"Рожева інтерактивна селестія в ідеальному стані, все працює, батарейки майже нові. Кладу подаруночки
Відправляю укр і новою поштою, можлива олх доставка",520,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/may-ltl-pon-my-little-pony-selestya-nteraktivna-rozheva-IDR8qKD.html?sd=1,Опубліковано Сьогодні о 11:26
Настольная игра Лото Рио/Rio (4+),"Продам Лото Рио (Rio) 
по мотивам известного мультика 
В комплекте 30 карточек, 6 карточек игрока, мини-пазл 24  
В идеальном состоянии",100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/nastolnaya-igra-loto-rio-rio-4-IDwlrwy.html?sd=1,Опубліковано Сьогодні о 11:26
Термо сапожки для дівчинки,"Термо сапожки для дівчинки, сезон холодна осінь, весна - тепла зима. На вузьку ніжку і не високий підйом. Розмір 21, устілка 13,5 см.",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/termo-sapozhki-dlya-dvchinki-IDR8qZi.html?sd=1,Опубліковано Сьогодні о 11:31
"Спортивний костюм, детский спортивний костюм,костюм","Продам дитячий костюм , кофта та штани, розмір 116 , заміри : кофта довжина -39 см, під ручками - 32 см, рукав - 39 см, штани довжина - 65 см, внутрішній шов - 47 см, пояс - 23 см на резинкі тягнеться до 34 см.

Відправка поштою олх доставка",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/sportivniy-kostyum-detskiy-sportivniy-kostyum-kostyum-IDR8qR0.html?sd=1,Опубліковано Сьогодні о 11:28
Детские тапочки 34 размер,"Тапочки в хорошем состоянии. Мягенькие и приятные.
Есть олх доставка. Отправляю любой почтой",50,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detskie-tapochki-34-razmer-IDR8qNK.html?sd=1,Опубліковано Сьогодні о 11:27
Кросівки для малюка,"Дитячі кросівки майже нові,підошва маргає ,немаломірять,24 розмір ,по устілці 14,5 см",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/krosvki-dlya-malyuka-IDQALkM.html?sd=1,Опубліковано Сьогодні о 11:29
Набір Carters 6 m,"Класний і стильний набір Carters , штанці і реглан можна вдягати окремо .
.
.

.",270,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/nabr-carters-6-m-IDPp8s6.html?sd=1,Опубліковано Сьогодні о 11:31
Демисезонный комбинезон,"Продам демисезонный комбинезон в хорошем состоянии, ручки закрываются, подойдёт на температуру примерно от +13",180,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/demisezonnyy-kombinezon-IDKXPxw.html?sd=1,Опубліковано Сьогодні о 11:28
Карусель в кроватку/ліжечко,"Карусель в ідеальному стані. Механізм працює. Музика приємна на слух, не ріже вуха. Нічого поламаного не має.",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/karusel-v-krovatku-lzhechko-IDQ3mbL.html?sd=1,Опубліковано Сьогодні о 11:29
Дитячий шезлонг Fisher price,Продаю дитячий шезлонг в дуже хорошому стані. Дуже зручний і необхідний у використанні для немовлят віком від 1 до 6 місяців!! Рекомендую спробувати і відчути полегшення у догляді за дитиною . Фірма Fisher price,1000,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/dityachiy-shezlong-fisher-price-IDR1p1A.html?sd=1,Опубліковано Сьогодні о 11:26
Курточка на мальчика 3-4 года,"Курточка на холодную осень. Тёплая. Внутри пристёгивается подкладка, которую можно носить отдельно как курточку легкую. Курточка 2в1) хорошее состояние, целая",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kurtochka-na-malchika-3-4-goda-IDG2220.html?sd=1,Опубліковано Сьогодні о 11:27
Босоножки ортопедические,"Босоножки на девочку. Полностью натуральная кожа, размер по стельке 13,5см. Каблук Томаса, ортопедическая стелька. В хорошем состоянии.",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/bosonozhki-ortopedicheskie-IDrjEaE.html?sd=1,Опубліковано Сьогодні о 11:31
Комбенизон на девочку,"Комбенизон весений на девочку ,мы носили в 3мес.Состояние нового,после одного ребенка.",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kombenizon-na-devochku-IDHkq6k.html?sd=1,Опубліковано Сьогодні о 11:26
Кімнатні тапулі для малечі.пінеточки для новонароджених,"Пінеточки для малечі,кімнатні тапулі,
М'які,утеплені, антиковзаюча підошва
0-6міс
6-12міс",255,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kmnatn-tapul-dlya-malech-pnetochki-dlya-novonarodzhenih-IDQreQz.html?sd=1,Опубліковано Сьогодні о 11:30
Укороченный пиджак-балеро,"Черный пиджачак - балеро. Мягкий кожзам, приятный на ощуп, с бусинками спереди. 
Замеры: 
плечи: 49
длина: 36
рукав 3/4: 40",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/ukorochennyy-pidzhak-balero-IDR8qNJ.html?sd=1,Опубліковано Сьогодні о 11:27
Костюм Crivit 122/128 термо,"Классный костюм. Относили два сезона, фирма очень хорошая это уже наш 3 или 4 костюм всегда очень довольна. Состояние хорошее. Колени были порваны но после ремонта даже и не видно что было что то с ними. Есть конечно потёртости но выглядит вполне хорошо. На рост до 130.",300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kostyum-crivit-122-128-termo-IDR8qQY.html?sd=1,Опубліковано Сьогодні о 11:28
"Чешки , балетки 18см","Продаю чешки в хорошому стані. По устілці 18см.  
Пересилаю новою поштою, укр поштою.",100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/cheshki-baletki-18sm-IDPAFTP.html?sd=1,Опубліковано Сьогодні о 11:31
Книги для школярів.,"Пропоную книги для школярів з 5 по 11 класи по історії, домашні завдання, шкільні твори. Ціна 100 гривень одиниця.  Вишлю по почті.",100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/knigi-dlya-shkolyarv-IDPOCx6.html?sd=1,Опубліковано Сьогодні о 11:28
Продам комбинезон для малыша,Продам комбинезон для малыша продажа лежит без дела звоните отвечу пишите есть и штанишки от 1 и до 2лет.,100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-kombinezon-dlya-malysha-IDOuF0z.html?sd=1,Опубліковано Сьогодні о 11:29
Спортивні штани 152,Нові спортивні штани фірми Melby 152 см. розмір на 11 років.Штани 100 % коттон.Не теплі.,300,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/sportivn-shtani-152-IDQ3FTi.html?sd=1,Опубліковано Сьогодні о 11:27
Куколка с магнитной соской,"Шикарная куколка не оставить равнодушной люблю девочку. 
Высылаю новой и укрпочтой.",1200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kukolka-s-magnitnoy-soskoy-IDQPIfV.html?sd=1,Опубліковано Сьогодні о 11:31
Демісезонний пуховий жилет Reima Fauna для дівчинки,"Демісезонний пуховий жилет Reima Fauna

Тепленька та легесенька жилетка для дівчинки, чи мами.

Розмір 164 в наявності
Колір - малино-рожевий

Водо- та брудовідштовхувальне покриття BIONIC-FINISH®ECO 
Гладка поліефірна підкладка 
Ізоляція пуху/піра (80%/20%), потужність наповнення 650 
Сертифікований стандарт відповідального пуху та пуху  
Дві бічні кишені 
Температурний режим від +5 до -10°C

Жилетка нова, без бірок. Товар зразок Reimа, оригінал.",890,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/demsezonniy-puhoviy-zhilet-reima-fauna-dlya-dvchinki-IDO1dHQ.html?sd=1,Опубліковано Сьогодні о 11:29
Махровые леггинсы Conte-kids 140-146,"Отличного качества махровые леггинсы Conte-kids 140-146. Состав: 86% хлопка, 12,5% полиамид, 2,5% эластана.",145,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/mahrovye-legginsy-conte-kids-140-146-IDR8qKe.html?sd=1,Опубліковано Сьогодні о 11:26
"Лактационные вкладыши Philips Avent,прокладки для груди 28шт.","Продам лактационные вкладыши Philips Avent,остаток 28 шт.Каждая в индивидуальной упаковке.Олх доставки нет.Самовывоз или отправка новой почтой после оплаты на карту.",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/laktatsionnye-vkladyshi-philips-avent-prokladki-dlya-grudi-28sht-IDR8qUf.html?sd=1,Опубліковано Сьогодні о 11:30
Електронна аркада Ambassador Air Hockey Neon Series,"Игра новая в коробке. Сейчас в магазине Антошка 1600 грн. Можно посмотреть ролик на сайте)Для детей 6+
43.50х9.5х34 размер игры.",900,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/elektronna-arkada-ambassador-air-hockey-neon-series-IDQBgFg.html?sd=1,Опубліковано Сьогодні о 11:26
Ботинки на хлопчика,"Ботинки 30 розмір, купувались у Польщі, носив мало - швидко виріс. Відправлю олх доставкою або самовивіз. На останньому фото видно як підошка мінімально відійшла від ботинка, але то не відірвані.",400,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/botinki-na-hlopchika-IDR8qR5.html?sd=1,Опубліковано Сьогодні о 11:28
Угольник поверочный 70*70 Калибр,"Угольник поверочный 70*70 мм ,толщина 2.5 мм .новый в смазке.
Московский завод измерительных приборов ""Калибр"" СССР",200,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/ugolnik-poverochnyy-7070-kalibr-IDuNiI6.html?sd=1,Опубліковано Сьогодні о 11:31
Резиновые сапоги DEMAR с утепленным чулком 28-29р.,"Продам наши резиновые сапоги DEMAR в хорошем состоянии. Размер 28-29. Стелька 18см. Хорошо держат ножку. 
Очень удобные ребенку. 
Пересылаю по предоплате либо Олх доставкой.",150,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/rezinovye-sapogi-demar-s-uteplennym-chulkom-28-29r-IDOOSc9.html?sd=1,Опубліковано Сьогодні о 11:27
Комбинезон демисезонный,"Продам комбинезон, на тёплую весну, в нормальном состоянии, Застегивается на кнопочках, есть ньюанс, пятнышко внутри на подкладке.",120,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/kombinezon-demisezonnyy-IDKXPHE.html?sd=1,Опубліковано Сьогодні о 11:28
"Детская куртка демисезонная 1-1,5 лет демисезонная куртка для девочки","Куртка осенняя для девочки примерно на год-полтора. 
В очень хорошем состоянии, без дефектов.
Замеры:
Полуобхват по ширине 34 см.
Длина от плеча 36 см.
Длина рукава от плеча 27 см.
На спинке плюшевая подкладка, на капюшоне коттоновая.
Пересылаю, олх доставка.",100,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/detskaya-kurtka-demisezonnaya-1-1-5-let-demisezonnaya-kurtka-dlya-devochki-IDQ4HTn.html?sd=1,Опубліковано Сьогодні о 11:29
Ромпер комбезик  детский,"Ромпер комбезик детский с коротким рукавом в отличном состоянии. Размер 86-92
Плотная х/б.
Длина от плеча до низа 72 см
Ширина в 29 см 
Ткань тянется",75,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/romper-kombezik-detskiy-IDR8qZd.html?sd=1,Опубліковано Сьогодні о 11:31
Розпродаж! Панама Braxton. Стильні панами,"Модний принт Тай дай. Коричневий, меренга, графіт та кава кольори. Підійдуть і дорослим, і підліткам, ширина регулюється.

Підкладка
внутрішня шапка из мікрофлісу ""Polar""

Матеріал
47% коттон, 21% шерсть, 7% поліестер, 25% акрил",150,Бізнес,https://www.olx.ua/d/uk/obyavlenie/rozprodazh-panama-braxton-stiln-panami-IDNA3Un.html?sd=1,Опубліковано Сьогодні о 11:26
"Продам штаны, свитерки","Продам штаны и свитерки набором, в отличном состоянии , одевал пару раз , размер 128, цена за набор 250грн.",250,Приватна особа,https://www.olx.ua/d/uk/obyavlenie/prodam-shtany-sviterki-IDOcVEA.html?sd=1,Опубліковано Сьогодні о 11:28
